timestamp,sensor_id,sensor_type,value,unit
2025-05-15T11:12:18-03:00,hum001,humidity,49.79,%
2025-05-15T11:12:18-03:00,light001,light,1000.00,lux
2025-05-15T11:12:18-03:00,press001,pressure,1009.38,hPa
2025-05-15T11:12:19-03:00,temp001,temperature,28.86,°C
2025-05-15T11:12:19-03:00,hum001,humidity,49.02,%
2025-05-15T11:12:19-03:00,light001,light,1000.00,lux
2025-05-15T11:12:19-03:00,press001,pressure,1010.34,hPa
2025-05-15T11:12:20-03:00,temp001,temperature,29.12,°C
2025-05-15T11:12:20-03:00,hum001,humidity,48.00,%
2025-05-15T11:12:20-03:00,light001,light,1000.00,lux
2025-05-15T11:12:20-03:00,press001,pressure,1010.93,hPa
2025-05-15T11:12:21-03:00,temp001,temperature,29.44,°C
2025-05-15T11:12:21-03:00,hum001,humidity,46.87,%
2025-05-15T11:12:21-03:00,light001,light,1000.00,lux
2025-05-15T11:12:21-03:00,press001,pressure,1011.27,hPa
2025-05-15T11:12:51-03:00,temp001,temperature,24.79,°C
2025-05-15T11:12:51-03:00,hum001,humidity,56.35,%
2025-05-15T11:12:51-03:00,light001,light,883.19,lux
2025-05-15T11:12:51-03:00,press001,pressure,1005.42,hPa
2025-05-15T11:12:52-03:00,temp001,temperature,25.28,°C
2025-05-15T11:12:52-03:00,hum001,humidity,56.30,%
2025-05-15T11:12:52-03:00,light001,light,1000.00,lux
2025-05-15T11:12:52-03:00,press001,pressure,1005.69,hPa
2025-05-15T11:12:53-03:00,temp001,temperature,25.74,°C
2025-05-15T11:12:53-03:00,hum001,humidity,56.25,%
2025-05-15T11:12:53-03:00,light001,light,1000.00,lux
2025-05-15T11:12:53-03:00,press001,pressure,1005.90,hPa
2025-05-15T11:12:54-03:00,temp001,temperature,26.29,°C
2025-05-15T11:12:54-03:00,hum001,humidity,54.65,%
2025-05-15T11:12:54-03:00,light001,light,1000.00,lux
2025-05-15T11:12:54-03:00,press001,pressure,1006.37,hPa
2025-05-15T11:12:55-03:00,temp001,temperature,26.78,°C
2025-05-15T11:12:55-03:00,hum001,humidity,54.50,%
2025-05-15T11:12:55-03:00,light001,light,1000.00,lux
2025-05-15T11:12:55-03:00,press001,pressure,1006.47,hPa
2025-05-15T11:12:56-03:00,temp001,temperature,27.00,°C
2025-05-15T11:12:56-03:00,hum001,humidity,53.04,%
2025-05-15T11:12:56-03:00,light001,light,1000.00,lux
2025-05-15T11:12:56-03:00,press001,pressure,1007.00,hPa
2025-05-15T11:12:57-03:00,temp001,temperature,27.39,°C
2025-05-15T11:12:57-03:00,hum001,humidity,52.27,%
2025-05-15T11:12:57-03:00,light001,light,1000.00,lux
2025-05-15T11:12:57-03:00,press001,pressure,1007.97,hPa
2025-05-15T11:12:58-03:00,temp001,temperature,27.79,°C
2025-05-15T11:12:58-03:00,hum001,humidity,52.33,%
2025-05-15T11:12:58-03:00,light001,light,1000.00,lux
2025-05-15T11:12:58-03:00,press001,pressure,1008.08,hPa
2025-05-15T11:12:59-03:00,temp001,temperature,28.35,°C
2025-05-15T11:12:59-03:00,hum001,humidity,52.55,%
2025-05-15T11:12:59-03:00,light001,light,1000.00,lux
2025-05-15T11:12:59-03:00,press001,pressure,1008.88,hPa
2025-05-15T11:13:00-03:00,temp001,temperature,28.99,°C
2025-05-15T11:13:00-03:00,hum001,humidity,51.94,%
2025-05-15T11:13:00-03:00,light001,light,1000.00,lux
2025-05-15T11:13:00-03:00,press001,pressure,1009.51,hPa
2025-05-15T11:13:01-03:00,temp001,temperature,29.57,°C
2025-05-15T11:13:01-03:00,hum001,humidity,51.75,%
2025-05-15T11:13:01-03:00,light001,light,1000.00,lux
2025-05-15T11:13:01-03:00,press001,pressure,1010.37,hPa
2025-05-15T11:13:02-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:02-03:00,hum001,humidity,50.67,%
2025-05-15T11:13:02-03:00,light001,light,1000.00,lux
2025-05-15T11:13:02-03:00,press001,pressure,1011.29,hPa
2025-05-15T11:13:03-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:03-03:00,hum001,humidity,50.78,%
2025-05-15T11:13:03-03:00,light001,light,1000.00,lux
2025-05-15T11:13:03-03:00,press001,pressure,1011.32,hPa
2025-05-15T11:13:04-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:04-03:00,hum001,humidity,50.76,%
2025-05-15T11:13:04-03:00,light001,light,1000.00,lux
2025-05-15T11:13:04-03:00,press001,pressure,1012.18,hPa
2025-05-15T11:13:05-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:05-03:00,hum001,humidity,49.73,%
2025-05-15T11:13:05-03:00,light001,light,1000.00,lux
2025-05-15T11:13:05-03:00,press001,pressure,1012.64,hPa
2025-05-15T11:13:06-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:06-03:00,hum001,humidity,48.71,%
2025-05-15T11:13:06-03:00,light001,light,1000.00,lux
2025-05-15T11:13:06-03:00,press001,pressure,1012.85,hPa
2025-05-15T11:13:07-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:07-03:00,hum001,humidity,47.80,%
2025-05-15T11:13:07-03:00,light001,light,1000.00,lux
2025-05-15T11:13:07-03:00,press001,pressure,1013.27,hPa
2025-05-15T11:13:08-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:08-03:00,hum001,humidity,47.32,%
2025-05-15T11:13:08-03:00,light001,light,1000.00,lux
2025-05-15T11:13:08-03:00,press001,pressure,1013.62,hPa
2025-05-15T11:13:09-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:09-03:00,hum001,humidity,46.14,%
2025-05-15T11:13:09-03:00,light001,light,1000.00,lux
2025-05-15T11:13:09-03:00,press001,pressure,1014.43,hPa
2025-05-15T11:13:10-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:10-03:00,hum001,humidity,45.18,%
2025-05-15T11:13:10-03:00,light001,light,1000.00,lux
2025-05-15T11:13:10-03:00,press001,pressure,1014.53,hPa
2025-05-15T11:13:11-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:11-03:00,hum001,humidity,44.62,%
2025-05-15T11:13:11-03:00,light001,light,1000.00,lux
2025-05-15T11:13:11-03:00,press001,pressure,1014.79,hPa
2025-05-15T11:13:12-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:12-03:00,hum001,humidity,43.36,%
2025-05-15T11:13:12-03:00,light001,light,1000.00,lux
2025-05-15T11:13:12-03:00,press001,pressure,1015.69,hPa
2025-05-15T11:13:13-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:13-03:00,hum001,humidity,42.03,%
2025-05-15T11:13:13-03:00,light001,light,1000.00,lux
2025-05-15T11:13:13-03:00,press001,pressure,1016.65,hPa
2025-05-15T11:13:14-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:14-03:00,hum001,humidity,42.04,%
2025-05-15T11:13:14-03:00,light001,light,1000.00,lux
2025-05-15T11:13:14-03:00,press001,pressure,1016.73,hPa
2025-05-15T11:13:15-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:15-03:00,hum001,humidity,41.23,%
2025-05-15T11:13:15-03:00,light001,light,1000.00,lux
2025-05-15T11:13:15-03:00,press001,pressure,1017.62,hPa
2025-05-15T11:13:16-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:16-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:16-03:00,light001,light,1000.00,lux
2025-05-15T11:13:16-03:00,press001,pressure,1018.43,hPa
2025-05-15T11:13:17-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:17-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:17-03:00,light001,light,1000.00,lux
2025-05-15T11:13:17-03:00,press001,pressure,1019.29,hPa
2025-05-15T11:13:18-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:18-03:00,hum001,humidity,40.03,%
2025-05-15T11:13:18-03:00,light001,light,1000.00,lux
2025-05-15T11:13:18-03:00,press001,pressure,1019.72,hPa
2025-05-15T11:13:19-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:19-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:19-03:00,light001,light,1000.00,lux
2025-05-15T11:13:19-03:00,press001,pressure,1019.86,hPa
2025-05-15T11:13:20-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:20-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:20-03:00,light001,light,1000.00,lux
2025-05-15T11:13:20-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:21-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:21-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:21-03:00,light001,light,1000.00,lux
2025-05-15T11:13:21-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:22-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:22-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:22-03:00,light001,light,1000.00,lux
2025-05-15T11:13:22-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:23-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:23-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:23-03:00,light001,light,1000.00,lux
2025-05-15T11:13:23-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:24-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:24-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:24-03:00,light001,light,1000.00,lux
2025-05-15T11:13:24-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:25-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:25-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:25-03:00,light001,light,1000.00,lux
2025-05-15T11:13:25-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:26-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:26-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:26-03:00,light001,light,1000.00,lux
2025-05-15T11:13:26-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:27-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:27-03:00,hum001,humidity,40.08,%
2025-05-15T11:13:27-03:00,light001,light,1000.00,lux
2025-05-15T11:13:27-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:28-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:28-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:28-03:00,light001,light,1000.00,lux
2025-05-15T11:13:28-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:29-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:29-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:29-03:00,light001,light,1000.00,lux
2025-05-15T11:13:29-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:30-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:30-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:30-03:00,light001,light,1000.00,lux
2025-05-15T11:13:30-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:31-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:31-03:00,hum001,humidity,40.12,%
2025-05-15T11:13:31-03:00,light001,light,1000.00,lux
2025-05-15T11:13:31-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:32-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:32-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:32-03:00,light001,light,1000.00,lux
2025-05-15T11:13:32-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:33-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:33-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:33-03:00,light001,light,1000.00,lux
2025-05-15T11:13:33-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:34-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:34-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:34-03:00,light001,light,1000.00,lux
2025-05-15T11:13:34-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:35-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:35-03:00,hum001,humidity,40.01,%
2025-05-15T11:13:35-03:00,light001,light,1000.00,lux
2025-05-15T11:13:35-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:36-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:36-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:36-03:00,light001,light,1000.00,lux
2025-05-15T11:13:36-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:37-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:37-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:37-03:00,light001,light,1000.00,lux
2025-05-15T11:13:37-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:38-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:38-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:38-03:00,light001,light,1000.00,lux
2025-05-15T11:13:38-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:39-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:39-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:39-03:00,light001,light,1000.00,lux
2025-05-15T11:13:39-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:40-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:40-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:40-03:00,light001,light,1000.00,lux
2025-05-15T11:13:40-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:41-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:41-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:41-03:00,light001,light,1000.00,lux
2025-05-15T11:13:41-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:42-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:42-03:00,hum001,humidity,40.15,%
2025-05-15T11:13:42-03:00,light001,light,1000.00,lux
2025-05-15T11:13:42-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:43-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:43-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:43-03:00,light001,light,1000.00,lux
2025-05-15T11:13:43-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:44-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:44-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:44-03:00,light001,light,1000.00,lux
2025-05-15T11:13:44-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:45-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:45-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:45-03:00,light001,light,1000.00,lux
2025-05-15T11:13:45-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:46-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:46-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:46-03:00,light001,light,1000.00,lux
2025-05-15T11:13:46-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:47-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:47-03:00,hum001,humidity,40.20,%
2025-05-15T11:13:47-03:00,light001,light,1000.00,lux
2025-05-15T11:13:47-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:48-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:48-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:48-03:00,light001,light,1000.00,lux
2025-05-15T11:13:48-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:13:49-03:00,temp001,temperature,30.00,°C
2025-05-15T11:13:49-03:00,hum001,humidity,40.00,%
2025-05-15T11:13:49-03:00,light001,light,1000.00,lux
2025-05-15T11:13:49-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:12-03:00,temp001,temperature,24.32,°C
2025-05-15T11:28:12-03:00,hum001,humidity,57.27,%
2025-05-15T11:28:12-03:00,light001,light,895.61,lux
2025-05-15T11:28:12-03:00,press001,pressure,1005.97,hPa
2025-05-15T11:28:13-03:00,temp001,temperature,24.91,°C
2025-05-15T11:28:13-03:00,hum001,humidity,56.98,%
2025-05-15T11:28:13-03:00,light001,light,1000.00,lux
2025-05-15T11:28:13-03:00,press001,pressure,1006.76,hPa
2025-05-15T11:28:14-03:00,temp001,temperature,25.20,°C
2025-05-15T11:28:14-03:00,hum001,humidity,57.11,%
2025-05-15T11:28:14-03:00,light001,light,1000.00,lux
2025-05-15T11:28:14-03:00,press001,pressure,1007.42,hPa
2025-05-15T11:28:15-03:00,temp001,temperature,25.89,°C
2025-05-15T11:28:15-03:00,hum001,humidity,57.11,%
2025-05-15T11:28:15-03:00,light001,light,1000.00,lux
2025-05-15T11:28:15-03:00,press001,pressure,1007.78,hPa
2025-05-15T11:28:16-03:00,temp001,temperature,26.29,°C
2025-05-15T11:28:16-03:00,hum001,humidity,55.70,%
2025-05-15T11:28:16-03:00,light001,light,1000.00,lux
2025-05-15T11:28:16-03:00,press001,pressure,1008.62,hPa
2025-05-15T11:28:17-03:00,temp001,temperature,27.09,°C
2025-05-15T11:28:17-03:00,hum001,humidity,54.83,%
2025-05-15T11:28:17-03:00,light001,light,1000.00,lux
2025-05-15T11:28:17-03:00,press001,pressure,1008.92,hPa
2025-05-15T11:28:18-03:00,temp001,temperature,27.84,°C
2025-05-15T11:28:18-03:00,hum001,humidity,53.60,%
2025-05-15T11:28:18-03:00,light001,light,1000.00,lux
2025-05-15T11:28:18-03:00,press001,pressure,1009.31,hPa
2025-05-15T11:28:19-03:00,temp001,temperature,28.54,°C
2025-05-15T11:28:19-03:00,hum001,humidity,52.32,%
2025-05-15T11:28:19-03:00,light001,light,1000.00,lux
2025-05-15T11:28:19-03:00,press001,pressure,1009.46,hPa
2025-05-15T11:28:20-03:00,temp001,temperature,28.98,°C
2025-05-15T11:28:20-03:00,hum001,humidity,50.76,%
2025-05-15T11:28:20-03:00,light001,light,1000.00,lux
2025-05-15T11:28:20-03:00,press001,pressure,1010.34,hPa
2025-05-15T11:28:21-03:00,temp001,temperature,29.24,°C
2025-05-15T11:28:21-03:00,hum001,humidity,50.33,%
2025-05-15T11:28:21-03:00,light001,light,1000.00,lux
2025-05-15T11:28:21-03:00,press001,pressure,1011.22,hPa
2025-05-15T11:28:22-03:00,temp001,temperature,29.95,°C
2025-05-15T11:28:22-03:00,hum001,humidity,48.78,%
2025-05-15T11:28:22-03:00,light001,light,1000.00,lux
2025-05-15T11:28:22-03:00,press001,pressure,1011.92,hPa
2025-05-15T11:28:23-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:23-03:00,hum001,humidity,48.77,%
2025-05-15T11:28:23-03:00,light001,light,1000.00,lux
2025-05-15T11:28:23-03:00,press001,pressure,1012.75,hPa
2025-05-15T11:28:24-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:24-03:00,hum001,humidity,47.66,%
2025-05-15T11:28:24-03:00,light001,light,1000.00,lux
2025-05-15T11:28:24-03:00,press001,pressure,1013.52,hPa
2025-05-15T11:28:25-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:25-03:00,hum001,humidity,46.13,%
2025-05-15T11:28:25-03:00,light001,light,1000.00,lux
2025-05-15T11:28:25-03:00,press001,pressure,1013.97,hPa
2025-05-15T11:28:26-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:26-03:00,hum001,humidity,44.67,%
2025-05-15T11:28:26-03:00,light001,light,1000.00,lux
2025-05-15T11:28:26-03:00,press001,pressure,1014.67,hPa
2025-05-15T11:28:27-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:27-03:00,hum001,humidity,44.46,%
2025-05-15T11:28:27-03:00,light001,light,1000.00,lux
2025-05-15T11:28:27-03:00,press001,pressure,1015.21,hPa
2025-05-15T11:28:28-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:28-03:00,hum001,humidity,42.94,%
2025-05-15T11:28:28-03:00,light001,light,1000.00,lux
2025-05-15T11:28:28-03:00,press001,pressure,1015.41,hPa
2025-05-15T11:28:29-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:29-03:00,hum001,humidity,42.96,%
2025-05-15T11:28:29-03:00,light001,light,1000.00,lux
2025-05-15T11:28:29-03:00,press001,pressure,1015.64,hPa
2025-05-15T11:28:30-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:30-03:00,hum001,humidity,41.28,%
2025-05-15T11:28:30-03:00,light001,light,1000.00,lux
2025-05-15T11:28:30-03:00,press001,pressure,1016.49,hPa
2025-05-15T11:28:31-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:31-03:00,hum001,humidity,41.04,%
2025-05-15T11:28:31-03:00,light001,light,1000.00,lux
2025-05-15T11:28:31-03:00,press001,pressure,1016.60,hPa
2025-05-15T11:28:32-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:32-03:00,hum001,humidity,40.59,%
2025-05-15T11:28:32-03:00,light001,light,1000.00,lux
2025-05-15T11:28:32-03:00,press001,pressure,1016.76,hPa
2025-05-15T11:28:33-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:33-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:33-03:00,light001,light,1000.00,lux
2025-05-15T11:28:33-03:00,press001,pressure,1017.48,hPa
2025-05-15T11:28:34-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:34-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:34-03:00,light001,light,1000.00,lux
2025-05-15T11:28:34-03:00,press001,pressure,1018.21,hPa
2025-05-15T11:28:35-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:35-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:35-03:00,light001,light,1000.00,lux
2025-05-15T11:28:35-03:00,press001,pressure,1018.87,hPa
2025-05-15T11:28:36-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:36-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:36-03:00,light001,light,1000.00,lux
2025-05-15T11:28:36-03:00,press001,pressure,1018.97,hPa
2025-05-15T11:28:37-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:37-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:37-03:00,light001,light,1000.00,lux
2025-05-15T11:28:37-03:00,press001,pressure,1019.95,hPa
2025-05-15T11:28:38-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:38-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:38-03:00,light001,light,1000.00,lux
2025-05-15T11:28:38-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:39-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:39-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:39-03:00,light001,light,1000.00,lux
2025-05-15T11:28:39-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:40-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:40-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:40-03:00,light001,light,1000.00,lux
2025-05-15T11:28:40-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:41-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:41-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:41-03:00,light001,light,1000.00,lux
2025-05-15T11:28:41-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:42-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:42-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:42-03:00,light001,light,1000.00,lux
2025-05-15T11:28:42-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:43-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:43-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:43-03:00,light001,light,1000.00,lux
2025-05-15T11:28:43-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:44-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:44-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:44-03:00,light001,light,1000.00,lux
2025-05-15T11:28:44-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:45-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:45-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:45-03:00,light001,light,1000.00,lux
2025-05-15T11:28:45-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:46-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:46-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:46-03:00,light001,light,1000.00,lux
2025-05-15T11:28:46-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:47-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:47-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:47-03:00,light001,light,1000.00,lux
2025-05-15T11:28:47-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:48-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:48-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:48-03:00,light001,light,1000.00,lux
2025-05-15T11:28:48-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:49-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:49-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:49-03:00,light001,light,1000.00,lux
2025-05-15T11:28:49-03:00,press001,pressure,1020.00,hPa
2025-05-15T11:28:50-03:00,temp001,temperature,30.00,°C
2025-05-15T11:28:50-03:00,hum001,humidity,40.00,%
2025-05-15T11:28:50-03:00,light001,light,1000.00,lux
